followers,following,followers_ratio,mutual_connections,account_age,profile_complete,bio,comments,label
78825,3695,21.332882273342353,116,3,79,Lover of nature,Love this!,1
39289,3282,11.971054235222425,258,9,95,Tech enthusiast,Very interesting,0
23898,1537,15.54847104749512,481,6,73,Lover of nature,Very interesting,0
17640,3165,5.57345971563981,263,5,86,AI researcher,Great content!,0
61073,2771,22.040057740887764,393,14,86,Just another human,Very interesting,0
35154,1964,17.89918533604888,302,5,53,Lover of nature,Love this!,1
52171,3846,13.565002600104004,424,6,77,Just another human,Love this!,1
96728,3436,28.151338766006983,63,3,65,Lover of nature,Very interesting,1
91084,4711,19.334323922734026,41,5,62,Lover of nature,Very interesting,0
77370,562,137.66903914590748,42,2,57,Traveler and food lover,Great content!,0
50989,2422,21.052436003303054,124,4,97,Just another human,Nice post!,1
97671,4718,20.701780415430267,392,12,74,Lover of nature,Very interesting,1
6989,2136,3.272003745318352,269,12,51,Traveler and food lover,Nice post!,1
26199,2062,12.705625606207565,484,13,79,Traveler and food lover,Awesome!,1
42610,2181,19.536909674461256,346,14,89,Just another human,Nice post!,1
59570,1961,30.37735849056604,232,12,52,AI researcher,Very interesting,0
78050,3880,20.1159793814433,479,1,72,Just another human,Love this!,0
61568,3280,18.770731707317072,131,2,78,Lover of nature,Love this!,0
86215,3885,22.19176319176319,1,12,90,AI researcher,Very interesting,1
6920,3271,2.115560990522776,114,8,79,Just another human,Great content!,1
57723,4688,12.31292662116041,480,5,60,Just another human,Very interesting,1
46867,583,80.38936535162951,468,2,70,Just another human,Very interesting,1
34974,1614,21.66914498141264,0,1,76,Just another human,Great content!,1
85677,1102,77.74682395644282,491,4,73,AI researcher,Great content!,0
25237,289,87.32525951557093,330,9,80,Lover of nature,Awesome!,1
5988,3860,1.5512953367875648,64,13,79,Traveler and food lover,Awesome!,1
87537,3061,28.597517151257758,429,4,50,Just another human,Awesome!,0
17163,2927,5.86368295182781,442,0,50,Traveler and food lover,Great content!,1
59775,4103,14.568608335364367,458,2,57,Traveler and food lover,Nice post!,1
99094,1184,83.69425675675676,124,6,97,Traveler and food lover,Very interesting,1
39081,4336,9.013145756457565,255,8,91,Just another human,Awesome!,0
69529,1447,48.05044920525225,390,4,83,Just another human,Nice post!,0
9513,1750,5.436,321,3,65,Just another human,Very interesting,1
60713,1904,31.887079831932773,142,2,76,Just another human,Nice post!,0
64389,3176,20.273614609571787,327,9,53,Tech enthusiast,Love this!,0
95467,1078,88.55936920222635,245,12,68,Lover of nature,Love this!,0
57876,2378,24.338099243061396,115,8,78,Tech enthusiast,Very interesting,0
16915,848,19.94693396226415,376,13,90,AI researcher,Nice post!,1
45848,2877,15.936044490789016,302,6,52,Tech enthusiast,Nice post!,1
58289,1240,47.00725806451613,89,11,60,Tech enthusiast,Great content!,0
89499,1333,67.14103525881471,295,6,57,Tech enthusiast,Awesome!,0
26816,3507,7.646421442828628,41,13,88,Lover of nature,Very interesting,0
45010,2380,18.91176470588235,434,12,82,Traveler and food lover,Nice post!,1
22178,4792,4.628130217028381,34,7,57,AI researcher,Awesome!,1
70129,4123,17.00921658986175,499,9,74,AI researcher,Very interesting,0
38724,3238,11.959234095120445,493,0,73,Lover of nature,Nice post!,1
54103,2366,22.866863905325445,488,10,75,Tech enthusiast,Love this!,0
55429,2413,22.970990468296726,40,3,75,Traveler and food lover,Nice post!,0
49155,3175,15.481889763779527,340,12,66,Just another human,Love this!,0
77435,373,207.60053619302948,123,12,76,Lover of nature,Love this!,1
92959,1950,47.67128205128205,56,4,78,Traveler and food lover,Great content!,0
77821,245,317.63673469387754,293,4,92,Lover of nature,Great content!,0
2471,1841,1.3422053231939164,455,0,88,Lover of nature,Awesome!,1
14301,3428,4.171820303383897,234,2,58,Just another human,Very interesting,1
46814,125,374.512,95,1,63,Traveler and food lover,Awesome!,0
76981,4633,16.615799697819988,391,11,54,Tech enthusiast,Great content!,0
93481,2754,33.943718228031955,491,6,99,Traveler and food lover,Awesome!,1
64956,1920,33.83125,457,12,79,Traveler and food lover,Very interesting,0
98999,1636,60.51283618581907,318,13,77,Tech enthusiast,Very interesting,1
84090,1426,58.96914446002805,342,4,94,Just another human,Nice post!,0
61342,1541,39.80661907852044,131,2,86,Traveler and food lover,Awesome!,0
77804,531,146.5235404896422,175,10,57,Tech enthusiast,Great content!,0
30851,4350,7.092183908045977,51,7,64,Lover of nature,Nice post!,1
48768,3104,15.711340206185566,37,0,77,Lover of nature,Awesome!,1
76282,4757,16.03573680891318,477,0,85,Tech enthusiast,Very interesting,1
37653,1802,20.89511653718091,488,13,82,Lover of nature,Great content!,0
50418,1037,48.619093539054965,342,5,55,Traveler and food lover,Awesome!,1
43960,3729,11.788683293108072,4,0,61,Tech enthusiast,Very interesting,1
56859,4012,14.1722333000997,212,3,56,Traveler and food lover,Very interesting,1
28054,3464,8.098729792147806,119,5,94,AI researcher,Awesome!,0
16007,1143,14.004374453193352,325,0,77,Just another human,Awesome!,1
79761,1756,45.42198177676538,368,12,56,Just another human,Great content!,0
98615,4841,20.37079115885148,208,8,90,Just another human,Nice post!,1
23921,1630,14.675460122699386,216,14,50,Tech enthusiast,Very interesting,0
55543,763,72.79554390563565,23,3,73,AI researcher,Nice post!,1
82576,4890,16.886707566462167,341,8,94,Just another human,Nice post!,0
94880,4840,19.60330578512397,204,8,68,Traveler and food lover,Very interesting,1
14581,3958,3.6839312784234464,400,12,81,Just another human,Awesome!,1
94473,558,169.30645161290323,461,5,79,AI researcher,Very interesting,0
57951,4622,12.53807875378624,225,12,50,Traveler and food lover,Nice post!,1
58015,840,69.06547619047619,217,6,81,Traveler and food lover,Great content!,1
86260,3,28753.333333333332,210,14,69,Tech enthusiast,Very interesting,0
58722,1052,55.81939163498099,25,12,70,Tech enthusiast,Great content!,1
43551,1405,30.997153024911032,251,0,68,Lover of nature,Awesome!,1
23397,157,149.02547770700636,2,4,79,AI researcher,Awesome!,0
93990,1938,48.4984520123839,1,2,99,Traveler and food lover,Great content!,1
48918,511,95.72994129158512,91,9,77,AI researcher,Great content!,0
85467,3405,25.100440528634362,1,9,81,Just another human,Very interesting,1
13067,4783,2.731967384486724,149,12,79,Just another human,Awesome!,1
64038,1138,56.27240773286467,70,5,72,Lover of nature,Great content!,1
55741,3915,14.237803320561941,3,3,76,Traveler and food lover,Love this!,0
24868,3322,7.485851896447923,496,14,86,Traveler and food lover,Very interesting,1
48699,4667,10.434754660381401,37,12,75,Lover of nature,Very interesting,1
44648,715,62.44475524475524,358,13,52,Just another human,Love this!,0
91608,2287,40.05596851770879,467,12,80,Traveler and food lover,Awesome!,1
46496,2655,17.51261770244821,69,8,51,AI researcher,Great content!,1
20577,991,20.763874873864783,200,6,59,Traveler and food lover,Great content!,1
29749,4430,6.715349887133183,307,14,87,Just another human,Awesome!,0
57814,2161,26.753354928273946,251,13,68,Traveler and food lover,Love this!,1
3764,4458,0.8443248093315389,286,14,80,Traveler and food lover,Love this!,1
27054,2145,12.612587412587413,409,3,78,Tech enthusiast,Love this!,1
67270,2064,32.59205426356589,291,12,74,Traveler and food lover,Very interesting,0
66922,2604,25.69969278033794,153,10,81,Lover of nature,Great content!,1
8716,1978,4.406471183013145,411,5,66,Lover of nature,Nice post!,1
8904,376,23.680851063829788,132,1,94,AI researcher,Very interesting,1
18047,742,24.32210242587601,370,13,98,Traveler and food lover,Very interesting,1
83996,4486,18.724030316540347,73,2,72,AI researcher,Great content!,1
81952,2668,30.71664167916042,273,14,67,Just another human,Awesome!,1
51622,1241,41.59709911361805,270,10,60,Just another human,Great content!,1
29735,3471,8.566695476807837,184,6,69,Tech enthusiast,Awesome!,1
5936,4920,1.2065040650406504,352,10,62,Tech enthusiast,Great content!,1
9506,2368,4.014358108108108,4,11,73,Traveler and food lover,Very interesting,0
56457,2244,25.15909090909091,292,3,92,Traveler and food lover,Love this!,1
29816,3550,8.39887323943662,359,13,69,AI researcher,Very interesting,0
88209,418,211.02631578947367,85,11,91,AI researcher,Very interesting,0
41331,607,68.09060955518946,213,9,77,Traveler and food lover,Nice post!,1
65105,568,114.62147887323944,405,6,84,Traveler and food lover,Very interesting,1
22666,544,41.66544117647059,435,8,70,Tech enthusiast,Very interesting,0
55157,884,62.3947963800905,14,13,55,Tech enthusiast,Very interesting,0
91406,4799,19.04688476765993,272,12,56,Tech enthusiast,Nice post!,0
49676,1224,40.58496732026144,50,4,78,Traveler and food lover,Awesome!,1
82378,2894,28.465100207325502,252,13,72,AI researcher,Nice post!,0
38797,2069,18.751570807153215,44,0,54,Lover of nature,Love this!,0
62956,3710,16.969272237196765,190,4,71,Lover of nature,Awesome!,0
21737,1787,12.163961947397874,121,5,58,AI researcher,Nice post!,0
95091,1458,65.2201646090535,411,13,81,AI researcher,Love this!,1
68066,1915,35.543603133159266,186,10,59,AI researcher,Love this!,0
3091,78,39.62820512820513,213,1,95,Tech enthusiast,Great content!,1
34206,3614,9.46485888212507,148,7,92,Just another human,Great content!,1
36745,1309,28.071046600458367,169,12,98,Traveler and food lover,Very interesting,0
80112,648,123.62962962962963,208,1,77,Tech enthusiast,Awesome!,1
79588,2188,36.37477148080439,452,14,60,Lover of nature,Nice post!,0
25508,553,46.12658227848101,81,13,56,Traveler and food lover,Very interesting,1
76875,282,272.6063829787234,400,8,79,AI researcher,Awesome!,1
31666,1282,24.70046801872075,195,13,92,Lover of nature,Great content!,1
67705,1847,36.65674066053059,245,12,94,AI researcher,Nice post!,1
37910,2488,15.237138263665594,390,1,87,AI researcher,Love this!,0
84909,2794,30.38976377952756,344,2,83,AI researcher,Love this!,1
47711,3712,12.853178879310345,356,7,95,Traveler and food lover,Very interesting,0
19043,4200,4.534047619047619,39,10,77,Lover of nature,Very interesting,1
10815,4862,2.2243932538050184,167,5,81,Lover of nature,Nice post!,1
35861,2777,12.913575801224344,42,0,65,AI researcher,Love this!,0
26842,1597,16.807764558547277,328,14,88,Tech enthusiast,Very interesting,1
63447,480,132.18125,210,3,50,Just another human,Love this!,1
13954,3313,4.211892544521581,178,4,83,Tech enthusiast,Great content!,0
19883,3219,6.176762969866418,456,13,90,Traveler and food lover,Very interesting,1
40382,1964,20.561099796334013,22,10,72,Just another human,Awesome!,1
89474,2143,41.75174988334111,94,2,99,Tech enthusiast,Very interesting,0
15389,3899,3.9469094639651194,159,0,69,Lover of nature,Great content!,0
36761,2073,17.733236854799806,243,2,67,Tech enthusiast,Nice post!,1
89832,1296,69.31481481481481,414,12,67,AI researcher,Love this!,0
5120,939,5.452609158679446,16,8,91,Traveler and food lover,Nice post!,1
54351,762,71.3267716535433,111,1,89,Tech enthusiast,Very interesting,1
12097,4750,2.546736842105263,102,0,70,Tech enthusiast,Awesome!,0
23772,1670,14.234730538922156,313,6,57,Just another human,Nice post!,0
82627,3863,21.389334713952888,85,12,83,AI researcher,Awesome!,0
9606,2686,3.5763216679076693,34,6,99,Just another human,Very interesting,1
18323,3900,4.698205128205128,29,4,60,Traveler and food lover,Awesome!,1
66559,1932,34.450828157349896,191,1,92,Traveler and food lover,Awesome!,0
23715,3940,6.019035532994923,436,13,92,AI researcher,Great content!,1
67374,1127,59.78172138420586,178,0,59,Just another human,Nice post!,0
73455,3298,22.272589448150395,103,12,57,AI researcher,Very interesting,1
78655,4671,16.8390066366945,164,4,96,Just another human,Great content!,1
2033,1204,1.6885382059800664,473,9,57,Lover of nature,Awesome!,1
59806,4136,14.459864603481625,121,3,68,AI researcher,Great content!,1
80083,3773,21.22528491916247,133,8,50,Traveler and food lover,Great content!,1
92207,520,177.32115384615383,289,4,52,Just another human,Awesome!,0
64439,2284,28.21322241681261,311,10,93,Lover of nature,Very interesting,1
61637,4559,13.51985084448344,223,9,81,Traveler and food lover,Love this!,1
33858,483,70.09937888198758,24,11,97,Just another human,Great content!,0
37814,2478,15.259887005649718,370,11,65,Lover of nature,Nice post!,0
15389,3094,4.973820297349709,12,1,79,Traveler and food lover,Awesome!,1
59674,343,173.97667638483966,318,3,98,Traveler and food lover,Love this!,1
27776,1463,18.985645933014354,229,12,77,Lover of nature,Great content!,0
68109,1203,56.61596009975062,101,11,77,Traveler and food lover,Awesome!,0
36070,1622,22.23797780517879,449,8,65,Just another human,Awesome!,0
94743,2399,39.49270529387245,377,7,90,Just another human,Great content!,1
69132,3597,19.219349457881567,375,2,82,Traveler and food lover,Nice post!,0
16097,3536,4.552319004524887,388,7,74,Tech enthusiast,Awesome!,1
48878,2878,16.98332175121612,202,12,67,Lover of nature,Awesome!,1
23235,2391,9.717691342534504,266,1,75,Tech enthusiast,Great content!,1
95296,3352,28.429594272076372,471,2,55,Just another human,Love this!,1
6653,2914,2.2831159917638986,461,13,87,Traveler and food lover,Awesome!,1
93069,1190,78.209243697479,364,4,93,AI researcher,Awesome!,0
36737,2341,15.692866296454506,221,10,52,AI researcher,Great content!,1
11015,3581,3.0759564367495114,103,11,92,Tech enthusiast,Awesome!,0
65707,1604,40.964463840399006,110,13,55,Tech enthusiast,Great content!,1
16039,3298,4.863250454821103,427,9,63,Tech enthusiast,Nice post!,1
14236,598,23.806020066889634,482,9,67,Just another human,Great content!,1
63656,645,98.69147286821705,468,7,65,Just another human,Love this!,1
60613,4544,13.33912852112676,68,0,73,Traveler and food lover,Awesome!,0
28741,2903,9.900447812607647,357,3,62,Just another human,Nice post!,0
68936,764,90.2303664921466,257,0,50,Traveler and food lover,Awesome!,0
6007,4831,1.2434278617263506,167,0,87,Traveler and food lover,Awesome!,1
55516,1643,33.78940961655508,292,11,63,Tech enthusiast,Great content!,0
78239,2298,34.04656222802437,373,4,66,AI researcher,Awesome!,1
49825,4697,10.607834788162657,48,5,62,Tech enthusiast,Nice post!,0
42102,2173,19.375057524160148,249,14,62,Just another human,Very interesting,1
62549,2161,28.94447015270708,481,0,58,Lover of nature,Awesome!,0
66087,3750,17.6232,330,10,55,Just another human,Great content!,1
21827,2923,7.467328087581252,419,5,55,AI researcher,Love this!,1
37871,580,65.29482758620689,74,4,79,Just another human,Awesome!,1
13438,3805,3.5316688567674115,200,3,86,AI researcher,Great content!,0
43944,4879,9.00676368108219,453,9,95,Lover of nature,Awesome!,1
10268,2369,4.334318277754327,33,4,63,Lover of nature,Very interesting,0
57785,3933,14.692346809051614,313,7,53,Traveler and food lover,Very interesting,1
81590,4628,17.629645635263614,110,8,83,Just another human,Nice post!,1
94957,3361,28.252603391847664,420,10,51,Traveler and food lover,Very interesting,1
5479,4708,1.1637638062871707,351,13,66,Tech enthusiast,Great content!,1
28864,1101,26.216167120799273,315,11,91,Tech enthusiast,Very interesting,1
6266,1671,3.7498503889886297,395,1,63,Tech enthusiast,Great content!,0
76266,2221,34.33858622242233,236,5,66,Tech enthusiast,Awesome!,1
33947,4971,6.829008247837457,31,2,79,Tech enthusiast,Nice post!,0
99144,217,456.8847926267281,208,14,92,Just another human,Nice post!,1
1661,376,4.417553191489362,131,1,78,Traveler and food lover,Very interesting,0
50298,1610,31.240993788819875,105,11,56,Traveler and food lover,Love this!,1
84740,4107,20.633065497930364,32,13,58,AI researcher,Very interesting,0
25061,3840,6.526302083333333,42,12,95,Tech enthusiast,Love this!,1
27396,2940,9.318367346938775,367,0,72,Lover of nature,Very interesting,1
75064,4063,18.47501845926655,106,3,85,AI researcher,Great content!,1
16194,1614,10.033457249070633,264,7,63,AI researcher,Great content!,0
33797,3680,9.183967391304348,225,2,69,Just another human,Love this!,1
21631,4914,4.401912901912902,486,4,66,AI researcher,Nice post!,1
75574,1297,58.26831148804934,178,13,81,Lover of nature,Love this!,1
77994,3997,19.513134851138354,221,9,74,Traveler and food lover,Awesome!,1
59802,4787,12.492584081888447,369,4,79,AI researcher,Nice post!,0
45263,1156,39.15484429065744,124,4,98,Just another human,Love this!,0
34061,4880,6.979713114754098,275,10,76,Tech enthusiast,Awesome!,0
49821,2367,21.048162230671736,166,8,76,Lover of nature,Awesome!,0
30457,2892,10.531466113416322,150,14,95,Tech enthusiast,Very interesting,1
83940,1973,42.544348707551954,40,7,80,AI researcher,Love this!,0
30264,785,38.55286624203821,299,7,94,Traveler and food lover,Great content!,0
84055,4493,18.70799020698865,380,12,75,Just another human,Very interesting,1
57428,1082,53.07578558225509,34,12,63,Lover of nature,Nice post!,0
14482,2034,7.119960668633235,406,0,97,Traveler and food lover,Great content!,1
3481,1615,2.155417956656347,313,0,70,Lover of nature,Awesome!,1
95814,4556,21.03028972783143,303,1,77,Just another human,Nice post!,0
8339,2417,3.4501448076127432,230,13,64,Just another human,Very interesting,1
34875,4642,7.51292546316243,214,7,79,AI researcher,Awesome!,0
46860,3654,12.824302134646961,313,9,74,Lover of nature,Awesome!,0
54230,497,109.11468812877264,100,0,60,AI researcher,Awesome!,1
93818,505,185.7782178217822,56,14,93,Lover of nature,Great content!,0
6407,3387,1.8916445231768526,214,3,60,Lover of nature,Very interesting,1
97919,2209,44.3272974196469,422,8,77,Tech enthusiast,Very interesting,1
35535,4814,7.381595346904861,155,1,54,AI researcher,Great content!,0
53082,3217,16.500466272925085,63,2,77,Lover of nature,Very interesting,0
90116,3667,24.574856831197163,61,10,57,Lover of nature,Awesome!,1
83830,1409,59.49609652235628,338,5,75,Just another human,Awesome!,1
84540,4365,19.367697594501717,368,12,55,Tech enthusiast,Awesome!,1
23294,4078,5.712113781265326,367,14,81,Just another human,Very interesting,1
61340,1478,41.50202976995941,61,10,97,AI researcher,Love this!,0
83379,4961,16.80689377141705,93,9,81,AI researcher,Nice post!,0
25132,2398,10.480400333611342,468,2,61,Lover of nature,Love this!,1
70563,110,641.4818181818182,471,14,55,Traveler and food lover,Great content!,1
81916,3555,23.042475386779184,340,14,62,Just another human,Love this!,0
94798,650,145.84307692307692,25,3,88,AI researcher,Love this!,1
62822,1500,41.88133333333333,434,8,89,Lover of nature,Great content!,0
8009,596,13.437919463087248,120,8,93,Lover of nature,Love this!,0
22446,979,22.92747701736466,49,9,83,Just another human,Nice post!,1
42973,731,58.78659370725034,370,4,72,Lover of nature,Very interesting,1
2106,57,36.94736842105263,251,6,90,Tech enthusiast,Great content!,1
25289,2244,11.269607843137255,35,8,94,Traveler and food lover,Love this!,1
26211,1702,15.40011750881316,409,7,66,Just another human,Awesome!,0
19725,1287,15.326340326340326,288,10,94,Just another human,Awesome!,0
29319,112,261.7767857142857,378,6,97,Just another human,Great content!,0
15088,4807,3.138755980861244,99,11,50,Lover of nature,Awesome!,0
56624,1202,47.108153078202996,323,7,56,Lover of nature,Nice post!,0
5115,948,5.3955696202531644,328,4,62,Just another human,Love this!,1
94858,4122,23.01261523532266,135,4,63,Just another human,Nice post!,0
2849,758,3.758575197889182,193,4,66,Tech enthusiast,Nice post!,0
68930,3389,20.33933313661847,220,0,79,AI researcher,Very interesting,1
43629,1842,23.685667752442995,278,5,97,Tech enthusiast,Love this!,0
42831,3536,12.112839366515837,325,4,96,Just another human,Great content!,1
13503,2294,5.886224934612032,54,7,98,Lover of nature,Awesome!,1
17079,1105,15.456108597285068,426,7,83,Lover of nature,Very interesting,1
7541,662,11.391238670694865,483,1,76,Just another human,Nice post!,0
37061,909,40.77117711771177,109,10,74,AI researcher,Awesome!,1
7746,4618,1.6773495019488955,148,5,93,Traveler and food lover,Love this!,1
7720,1857,4.157242864835757,405,11,84,Traveler and food lover,Nice post!,0
67165,2312,29.05060553633218,264,10,58,Tech enthusiast,Nice post!,1
13985,790,17.70253164556962,161,9,55,AI researcher,Love this!,1
62434,172,362.98837209302326,186,9,75,Traveler and food lover,Great content!,0
45613,4361,10.459298326072002,409,14,87,AI researcher,Very interesting,0
23262,1987,11.707096124811274,128,5,88,Lover of nature,Love this!,0
80807,1886,42.845705196182394,483,2,76,Lover of nature,Awesome!,0
1441,476,3.027310924369748,107,0,89,AI researcher,Awesome!,0
74613,1050,71.06,388,6,80,Just another human,Nice post!,1
37491,4130,9.07772397094431,424,9,52,Traveler and food lover,Very interesting,1
92583,2312,40.04455017301038,446,4,73,Traveler and food lover,Great content!,1
9567,1162,8.233218588640275,405,11,64,Lover of nature,Great content!,1
74981,816,91.88848039215686,67,11,55,Tech enthusiast,Awesome!,1
172,3767,0.045659676134855325,431,9,60,Traveler and food lover,Great content!,1
34752,2923,11.889154977762573,65,4,79,Lover of nature,Awesome!,1
19685,754,26.107427055702917,143,10,84,Lover of nature,Very interesting,1
74007,4662,15.874517374517374,463,7,97,AI researcher,Nice post!,0
17025,462,36.85064935064935,52,11,87,AI researcher,Awesome!,1
50067,3240,15.452777777777778,127,4,92,AI researcher,Very interesting,1
32601,2703,12.061043285238624,469,4,89,Tech enthusiast,Awesome!,1
93593,81,1155.469135802469,490,0,78,Traveler and food lover,Love this!,1
9843,2805,3.5090909090909093,320,1,72,Tech enthusiast,Awesome!,1
7906,870,9.08735632183908,206,4,91,Tech enthusiast,Very interesting,0
32982,4695,7.024920127795527,319,6,91,AI researcher,Great content!,1
49743,807,61.639405204460964,215,2,52,Lover of nature,Awesome!,0
41810,1935,21.607235142118864,67,11,75,Just another human,Nice post!,1
96054,704,136.4403409090909,446,14,63,Lover of nature,Very interesting,1
5357,2524,2.1224247226624406,61,0,68,Lover of nature,Great content!,1
59073,2640,22.376136363636363,209,10,70,Lover of nature,Very interesting,1
95860,4583,20.91643028583897,336,11,70,Lover of nature,Awesome!,0
2653,3910,0.6785166240409207,326,1,58,Tech enthusiast,Love this!,1
40795,4802,8.495418575593503,369,2,62,AI researcher,Love this!,1
18691,1165,16.043776824034335,428,11,90,AI researcher,Nice post!,0
50036,620,80.70322580645161,51,8,93,Lover of nature,Nice post!,1
15902,3067,5.184871209651125,115,7,95,Just another human,Great content!,1
47309,4873,9.708393186948491,380,14,86,Traveler and food lover,Love this!,1
17083,447,38.21700223713646,457,3,87,Lover of nature,Awesome!,0
30692,2338,13.127459366980325,382,7,94,Lover of nature,Very interesting,1
97808,209,467.98086124401914,64,12,94,Just another human,Very interesting,0
96904,2461,39.37586347013409,129,8,73,Tech enthusiast,Love this!,1
14299,3443,4.153064188207958,176,2,87,Lover of nature,Love this!,1
7937,2712,2.926622418879056,277,5,95,Just another human,Very interesting,1
48340,2338,20.67579127459367,479,7,60,Tech enthusiast,Great content!,1
66717,1292,51.63854489164087,412,9,78,Tech enthusiast,Very interesting,1
77464,2199,35.226921327876305,162,6,94,Lover of nature,Nice post!,0
65438,1401,46.708065667380446,464,8,93,Tech enthusiast,Awesome!,1
50611,4951,10.222379317309635,331,6,97,Lover of nature,Love this!,1
77475,2656,29.16980421686747,151,0,87,Lover of nature,Love this!,0
2549,4013,0.6351856466483927,349,8,90,AI researcher,Great content!,1
22679,705,32.168794326241134,235,11,66,Traveler and food lover,Nice post!,0
70978,826,85.92978208232445,157,4,97,Traveler and food lover,Very interesting,1
20654,1005,20.551243781094527,467,5,75,AI researcher,Nice post!,1
18755,3461,5.41895405952037,425,1,75,Lover of nature,Nice post!,1
28238,377,74.90185676392574,326,14,61,Just another human,Great content!,1
34531,973,35.489208633093526,105,1,67,Tech enthusiast,Great content!,1
97249,4214,23.077598481252966,305,12,58,AI researcher,Very interesting,1
26938,3077,8.754631134221645,254,3,52,AI researcher,Very interesting,1
18332,444,41.288288288288285,357,3,59,AI researcher,Awesome!,0
57724,755,76.45562913907285,454,4,92,AI researcher,Nice post!,0
87906,3605,24.384466019417477,443,6,51,Traveler and food lover,Very interesting,1
62302,4736,13.154983108108109,112,12,57,Lover of nature,Great content!,0
29065,2172,13.381675874769797,29,10,92,AI researcher,Awesome!,0
42901,2706,15.854028085735402,11,11,67,AI researcher,Awesome!,1
81922,3466,23.63589151759954,176,14,88,AI researcher,Great content!,0
6598,2712,2.4328908554572273,478,0,80,Just another human,Very interesting,0
90546,2408,37.602159468438536,337,9,63,Just another human,Great content!,1
6314,623,10.134831460674157,45,3,88,Tech enthusiast,Very interesting,1
7355,1724,4.266241299303944,170,12,82,Lover of nature,Great content!,1
29310,3323,8.820343063496841,129,8,78,AI researcher,Great content!,0
24269,1920,12.640104166666667,244,7,93,Tech enthusiast,Love this!,1
91016,919,99.03808487486398,352,2,82,Tech enthusiast,Very interesting,0
88563,4216,21.006404174573056,202,5,84,Lover of nature,Nice post!,1
15362,582,26.395189003436425,225,10,51,Just another human,Love this!,1
33375,3882,8.597372488408038,79,8,84,Lover of nature,Love this!,1
19456,1687,11.532898636633076,309,7,81,Tech enthusiast,Love this!,0
2346,3910,0.6,34,6,85,Lover of nature,Love this!,0
62042,2000,31.021,51,6,95,Just another human,Nice post!,1
75425,2712,27.811578171091444,160,0,99,Tech enthusiast,Love this!,1
97862,401,244.04488778054863,468,14,72,Lover of nature,Nice post!,1
98886,3649,27.099479309399836,83,4,54,AI researcher,Nice post!,0
7531,2629,2.8645872955496388,327,6,96,AI researcher,Love this!,1
71717,1657,43.28123114061557,434,13,65,Lover of nature,Awesome!,0
23491,621,37.82769726247987,25,12,89,Lover of nature,Nice post!,1
18484,247,74.83400809716599,224,1,73,Just another human,Love this!,0
46770,3340,14.002994011976048,445,14,89,Tech enthusiast,Great content!,1
55728,3011,18.508136831617403,316,5,77,Lover of nature,Great content!,1
44639,4720,9.457415254237288,153,13,74,Tech enthusiast,Very interesting,1
45242,2369,19.097509497678345,292,1,56,AI researcher,Nice post!,0
86554,3995,21.665581977471838,413,2,87,Tech enthusiast,Nice post!,0
67179,1840,36.510326086956525,94,0,56,Traveler and food lover,Great content!,0
50679,2904,17.451446280991735,224,2,71,Just another human,Nice post!,1
78031,4396,17.750454959053684,266,14,71,Just another human,Nice post!,1
69194,4499,15.379862191598132,436,6,76,Tech enthusiast,Great content!,1
47955,3692,12.988894907908993,40,4,82,Just another human,Love this!,1
13150,3842,3.422696512233212,132,3,94,Tech enthusiast,Great content!,0
83467,4349,19.192228098413427,65,14,81,Tech enthusiast,Awesome!,1
14367,1393,10.313711414213927,396,14,88,AI researcher,Great content!,1
68683,3751,18.310583844308184,446,12,81,Tech enthusiast,Great content!,1
65643,4256,15.423637218045112,209,11,50,Just another human,Love this!,0
76953,3009,25.574277168494515,473,7,59,Traveler and food lover,Great content!,1
96121,4301,22.348523599162984,152,7,94,Lover of nature,Great content!,0
78268,3339,23.440551063192572,171,0,53,Just another human,Love this!,1
12934,3515,3.6796586059743954,397,8,78,Traveler and food lover,Great content!,1
69296,4954,13.987888574888979,324,13,56,Just another human,Love this!,1
93279,760,122.73552631578947,58,8,87,Traveler and food lover,Awesome!,1
74081,2769,26.75370169736367,183,1,55,Just another human,Love this!,0
57336,3089,18.561346714146975,489,1,60,Lover of nature,Nice post!,0
90033,2116,42.54867674858223,179,7,58,AI researcher,Nice post!,1
30661,4229,7.250177346890518,321,11,79,AI researcher,Love this!,1
70212,1724,40.7262180974478,323,10,71,Lover of nature,Great content!,0
48787,2967,16.44320862824402,11,5,88,Just another human,Very interesting,0
17004,430,39.544186046511626,458,2,58,Traveler and food lover,Very interesting,1
67273,2356,28.553904923599323,67,11,87,Tech enthusiast,Awesome!,1
59644,2460,24.245528455284553,426,1,95,Just another human,Awesome!,1
10810,4193,2.5781063677557836,328,4,82,Lover of nature,Very interesting,0
37833,1719,22.008726003490402,201,14,75,AI researcher,Very interesting,1
63888,1266,50.464454976303315,474,7,65,AI researcher,Love this!,0
18718,1309,14.29946524064171,5,5,58,Just another human,Very interesting,1
12829,1051,12.206470028544244,14,11,72,Traveler and food lover,Nice post!,1
74915,3474,21.56447898675878,41,2,64,Lover of nature,Awesome!,0
63880,2250,28.391111111111112,30,11,68,Lover of nature,Awesome!,1
9293,2810,3.30711743772242,469,11,91,Traveler and food lover,Nice post!,1
30583,2922,10.466461327857632,180,8,65,Traveler and food lover,Awesome!,0
78717,4677,16.830660679923028,261,7,74,Just another human,Very interesting,1
30943,4042,7.655368629391391,288,9,84,Just another human,Awesome!,1
5784,2418,2.392059553349876,412,5,62,AI researcher,Nice post!,1
